Greedy_RefOnly	Greedy_Nr	Greedy_NrEuk	MEM_RefOnly	MEM_Nr	MEM_NrEuk	averVal	COV	taxonomy
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__sordariomyceta__Sordariomycetes__Hypocreomycetidae__Hypocreales__Nectriaceae__Fusarium__Fusarium__solani__species__complex__Nectria__haematococca__Nectria__haematococca__mpVI__Nectria__haematococca__mpVI__77-13-4
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Corynebacteriaceae__Corynebacterium__Corynebacterium__testudinoris
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__delta/epsilon__subdivisions__Deltaproteobacteria__Desulfovibrionales__Desulfovibrionaceae__Desulfovibrio__Desulfovibrio__desulfuricans
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Pseudomonadaceae__Pseudomonas__Pseudomonas__aeruginosa__group__Pseudomonas__mendocina
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Archaea__Euryarchaeota__Methanobacteria__Methanobacteriales__Methanobacteriaceae__Methanobrevibacter
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micrococcales__Microbacteriaceae__Mycetocola__Mycetocola__miduiensis
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Pseudonocardiales__Pseudonocardiaceae__Amycolatopsis__Amycolatopsis__australiensis
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Xanthomonadales__Xanthomonadaceae__Lysobacter__Lysobacter__dokdonensis
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micrococcales__Microbacteriaceae__Microbacterium__Microbacterium__sp.__BH-3-3-3
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Pseudonocardiales__Pseudonocardiaceae__Pseudonocardia__Pseudonocardia__spinosispora
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micromonosporales__Micromonosporaceae__Actinoplanes__Actinoplanes__missouriensis
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Synechococcales__Leptolyngbyaceae__Leptolyngbya
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales__Syntrophomonadaceae__Syntrophothermus__Syntrophothermus__lipocalidus__Syntrophothermus__lipocalidus__DSM__12680
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Archaea__Euryarchaeota__Methanomicrobia__Methanocellales__Methanocellaceae__Methanocella__Methanocella__conradii__Methanocella__conradii__HZ254
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Enterobacteriaceae__Cedecea__Cedecea__neteri
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Pseudonocardiales__Pseudonocardiaceae__Saccharothrix__Saccharothrix__sp.__ST-888
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Leptospirillum
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micromonosporales__Micromonosporaceae__Actinoplanes__Actinoplanes__subtropicus
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Chloroflexi__Ktedonobacteria__Thermogemmatisporales__Thermogemmatisporaceae__Thermogemmatispora
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Saccharospirillaceae__Saccharospirillum__Saccharospirillum__impatiens
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__sordariomyceta__Sordariomycetes__Hypocreomycetidae__Hypocreales__Cordycipitaceae
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Xanthomonadales__Rhodanobacteraceae__Dokdonella__Dokdonella__koreensis
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptomycetales__Streptomycetaceae__Streptomyces__Streptomyces__albolongus
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Leisingera__Leisingera__methylohalidivorans
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Thermoleophilia__Solirubrobacterales__Solirubrobacteraceae__Solirubrobacter__Solirubrobacter__sp.__URHD0082
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Elusimicrobia__Endomicrobia__Endomicrobiales__Endomicrobiaceae__Endomicrobium__Endomicrobium__proavitum
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Chromatiales__Chromatiaceae
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__unclassified__Bacteroidales__Candidatus__Azobacteroides__Candidatus__Azobacteroides__pseudotrichonymphae
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__sordariomyceta__Sordariomycetes__Hypocreomycetidae__Hypocreales__Ophiocordycipitaceae__Ophiocordyceps__Ophiocordyceps__unilateralis
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Paenibacillaceae__Paenibacillus__Paenibacillus__sp.__FSL__H7-0357
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptomycetales__Streptomycetaceae__Streptomyces__Streptomyces__mangrovisoli
0	0	13	0	0	0	2.16667	2.44949	root__cellular__organisms__Eukaryota__Viridiplantae__Chlorophyta__Trebouxiophyceae
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Aquificae__Aquificae__Aquificales__Hydrogenothermaceae__Sulfurihydrogenibium__Sulfurihydrogenibium__sp.__YO3AOP1
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Alcaligenaceae__Achromobacter__Achromobacter__xylosoxidans__Achromobacter__xylosoxidans__NBRC__15126__=__ATCC__27061
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Spirochaetes__Spirochaetia__Spirochaetales__Spirochaetaceae__Sphaerochaeta__Sphaerochaeta__pleomorpha__Sphaerochaeta__pleomorpha__str.__Grapes
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micromonosporales__Micromonosporaceae__Micromonospora__Micromonospora__auratinigra
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Bacillaceae__Bacillus__Bacillus__muralis
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Paenibacillaceae__Paenibacillus__Paenibacillus__terrae__Paenibacillus__terrae__HPL-003
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__sordariomyceta__Sordariomycetes__Hypocreomycetidae__Glomerellales__Plectosphaerellaceae__Verticillium__Verticillium__longisporum
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Pseudonocardiales__Pseudonocardiaceae__Pseudonocardia__Pseudonocardia__dioxanivorans
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Saccharomycotina__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Scheffersomyces__Scheffersomyces__stipitis__Scheffersomyces__stipitis__CBS__6054
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Thiotrichales__Francisellaceae__Francisella__Francisella__sp.__CA97-1460
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Eukaryota__Alveolata__Apicomplexa__Conoidasida__Gregarinasina__Eugregarinorida__Gregarinidae__Gregarina__Gregarina__niphandrodes
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales__Eubacteriaceae__Eubacterium__Eubacterium__limosum
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micrococcales__Dermabacteraceae__Devriesea__Devriesea__agamarum
0	0	0	13	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Paenibacillaceae__Paenibacillus__Paenibacillus__graminis
0	0	0	0	0	13	2.16667	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Basidiomycota__Agaricomycotina__Agaricomycetes__Agaricomycetes__incertae__sedis__Cantharellales__Ceratobasidiaceae__Rhizoctonia__Rhizoctonia__solani__Rhizoctonia__solani__AG-1__IB
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rickettsiales__Anaplasmataceae__Neorickettsia__Neorickettsia__helminthoeca__Neorickettsia__helminthoeca__str.__Oregon
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Thermotogae__Thermotogae__Petrotogales__Petrotogaceae__Petrotoga__Petrotoga__mobilis__Petrotoga__mobilis__SJ95
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Enterobacteriaceae__Enterobacter__Enterobacter__cloacae__complex__Enterobacter__lignolyticus
13	0	0	0	0	0	2.16667	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Synechococcales__Merismopediaceae__Synechocystis__Synechocystis__sp.__PCC__6714
0	0	13	0	0	0	2.16667	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Saccharomycotina__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Pachysolen__Pachysolen__tannophilus__Pachysolen__tannophilus__NRRL__Y-2460
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Spirochaetes__Spirochaetia__Leptospirales__Leptospiraceae__Leptospira__Leptospira__interrogans__Leptospira__interrogans__serovar__Bratislava
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Coriobacteriia__Eggerthellales__Eggerthellaceae__Denitrobacterium__Denitrobacterium__detoxificans
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__unclassified__Burkholderiales__Burkholderiales__Genera__incertae__sedis__Methylibium__Methylibium__sp.__CF468
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Pseudacidovorax
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__sordariomyceta__Sordariomycetes__Sordariomycetidae__Magnaporthales__Magnaporthaceae__Gaeumannomyces__Gaeumannomyces__tritici__Gaeumannomyces__tritici__R3-111a-1
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Fusobacteria__Fusobacteriia__Fusobacteriales__Leptotrichiaceae__Streptobacillus__Streptobacillus__moniliformis__Streptobacillus__moniliformis__DSM__12112
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micrococcales__Promicromonosporaceae__Cellulosimicrobium__Cellulosimicrobium__cellulans
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__delta/epsilon__subdivisions__Epsilonproteobacteria__Campylobacterales__Campylobacteraceae__Campylobacter__Campylobacter__gracilis
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__FCB__group__Fibrobacteres__Fibrobacteria__Fibrobacterales__Fibrobacteraceae__Fibrobacter
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Enterobacterales__Erwiniaceae__Erwinia__Erwinia__gerundensis
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Rhodospirillaceae__Skermanella
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micromonosporales__Micromonosporaceae__Longispora__Longispora__albida
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales__Oscillospiraceae__Oscillibacter__Oscillibacter__valericigenes__Oscillibacter__valericigenes__Sjm18-20
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Prevotellaceae__Prevotella__Prevotella__sp.__10(H)
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__Eurotiomycetes__Eurotiomycetidae__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus__calidoustus
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptomycetales__Streptomycetaceae__Streptacidiphilus__Streptacidiphilus__anmyonensis
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptomycetales__Streptomycetaceae__Streptomyces__Streptomyces__tsukubensis
0	0	12	0	0	0	2	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Saccharomycotina__Saccharomycetes__Saccharomycetales__Pichiaceae__Pichia__Pichia__kudriavzevii
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Lactobacillales__Streptococcaceae__Streptococcus__Streptococcus__agalactiae
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Pseudonocardiales__Pseudonocardiaceae__Actinomycetospora__Actinomycetospora__chiangmaiensis
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Phaeobacter__Phaeobacter__inhibens__Phaeobacter__inhibens__DSM__17395
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Aequorivita__Aequorivita__viscosa
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Pseudonocardiales__Pseudonocardiaceae__Amycolatopsis__Amycolatopsis__taiwanensis
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Nocardiaceae
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Deinococcus-Thermus__Deinococci__Deinococcales__Deinococcaceae__Deinococcus__Deinococcus__reticulitermitis
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micrococcales__Microbacteriaceae__Frondihabitans__Frondihabitans__sp.__Leaf304
0	0	12	0	0	0	2	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__dothideomyceta__Dothideomycetes__Dothideomycetes__incertae__sedis__Botryosphaeriales__Botryosphaeriaceae
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__unclassified__Betaproteobacteria__unclassified__Betaproteobacteria__(miscellaneous)__Betaproteobacteria__bacterium__13_1_40CM_4_64_4
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Mycobacteriaceae__Mycobacterium__Mycobacterium__rhodesiae
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas__phenolica
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__delta/epsilon__subdivisions__Deltaproteobacteria__Desulfurellales__Desulfurellaceae__Hippea__Hippea__maritima__Hippea__maritima__DSM__10411
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Basidiomycota__Agaricomycotina__Agaricomycetes__Agaricomycetidae__Agaricales__Agaricaceae__Leucoagaricus__Leucoagaricus__sp.__SymC.cos
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Pandoraea__Pandoraea__oxalativorans
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Paenibacillaceae__Paenibacillus__Paenibacillus__stellifer
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Sinorhizobium/Ensifer__group__Sinorhizobium__Sinorhizobium__meliloti__Sinorhizobium__meliloti__GR4
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Rhizobium/Agrobacterium__group__Rhizobium__Rhizobium__etli__Rhizobium__etli__bv.__phaseoli__Rhizobium__etli__bv.__phaseoli__str.__IE4803
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Basidiomycota__Agaricomycotina__Agaricomycetes__Agaricomycetes__incertae__sedis__Polyporales__Meruliaceae__Phlebia__Phlebia__centrifuga
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales__Eubacteriaceae__Acetobacterium__Acetobacterium__woodii__Acetobacterium__woodii__DSM__1030
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptosporangiales__Streptosporangiaceae__Streptosporangium__Streptosporangium__amethystogenes
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Marinobacter__Marinobacter__sp.__LQ44
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Paenibacillaceae__Paenibacillus__Paenibacillus__borealis
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Saccharomycotina__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__Lachancea__Lachancea__mirantina
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__delta/epsilon__subdivisions__Deltaproteobacteria__Bdellovibrionales__Bdellovibrionaceae__Bdellovibrio
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Pseudomonadaceae__Pseudomonas__Pseudomonas__aeruginosa__group__Pseudomonas__mendocina__Pseudomonas__mendocina__ymp
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micrococcales__Microbacteriaceae__Leifsonia__Leifsonia__aquatica
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__reichenbachii
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micrococcales__Micrococcaceae__Arthrobacter__Arthrobacter__sp.__PAMC__25486
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Burkholderia__Burkholderia__cepacia__complex__Burkholderia__cepacia__Burkholderia__cepacia__GG4
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Alcaligenaceae__Bordetella__Bordetella__avium__Bordetella__avium__197N
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Armatimonadetes__unclassified__Armatimonadetes__Armatimonadetes__bacterium__CSP1-3
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micromonosporales__Micromonosporaceae__Dactylosporangium__Dactylosporangium__aurantiacum
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Archaea__Euryarchaeota__Halobacteria__Natrialbales__Natrialbaceae__Haloterrigena__Haloterrigena__turkmenica__Haloterrigena__turkmenica__DSM__5511
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__PVC__group__Chlamydiae
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Micromonosporales__Micromonosporaceae__Salinispora__Salinispora__arenicola
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Mycobacteriaceae__Mycobacterium__Mycobacterium__sp.__EPa45
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__unclassified__Betaproteobacteria__Candidatus__Accumulibacter__Candidatus__Accumulibacter__sp.__BA-93
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Chromatiales__Ectothiorhodospiraceae__Ectothiorhodospira__Ectothiorhodospira__mobilis
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Eukaryota__Stramenopiles__Oomycetes__Saprolegniales__Saprolegniaceae__Saprolegnia__Saprolegnia__parasitica__Saprolegnia__parasitica__CBS__223.65
0	0	0	12	0	0	2	2.44949	root__Viruses__ssRNA__viruses__ssRNA__positive-strand__viruses,__no__DNA__stage__Picornavirales__Secoviridae__unassigned__Secoviridae__Chocolate__lily__virus__A
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Fusobacteria__Fusobacteriia__Fusobacteriales__Leptotrichiaceae__Leptotrichia__Leptotrichia__sp.__oral__taxon__212
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Sinorhizobium/Ensifer__group__Ensifer__Ensifer__aridi
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Flavisolibacter
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Chloroflexi__Thermomicrobia__Sphaerobacteridae__Sphaerobacterales__Sphaerobacterineae__Sphaerobacteraceae__Sphaerobacter__Sphaerobacter__thermophilus
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales__Lachnospiraceae__Lachnoclostridium__Lachnoclostridium__phocaeense
0	0	12	0	0	0	2	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Saccharomycotina__Saccharomycetes__Saccharomycetales__Pichiaceae__Ogataea__Ogataea/Candida__clade__[Candida]__arabinofermentans__Candida__arabinofermentans__NRRL__YB-2248
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Burkholderia__Burkholderia__sp.__RPE67
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptomycetales__Streptomycetaceae__Streptomyces__Streptomyces__sp.__fd1-xmd
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Eukaryota__Fornicata__Diplomonadida__Hexamitidae__Giardiinae__Giardia__Giardia__intestinalis
12	0	0	0	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales__Peptococcaceae__Desulfotomaculum__Desulfotomaculum__nigrificans__Desulfotomaculum__nigrificans__CO-1-SRB
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Mycobacteriaceae__Mycobacterium__Mycobacterium__haemophilum__Mycobacterium__haemophilum__DSM__44634
0	0	0	12	0	0	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Gordoniaceae__Gordonia__Gordonia__sp.__QH-11
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Propionibacteriales__Nocardioidaceae__Kribbella__Kribbella__flavida
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__sordariomyceta__Sordariomycetes__Xylariomycetidae__Xylariales__Xylariaceae__Daldinia__Daldinia__sp.__EC12
0	0	0	0	0	12	2	2.44949	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales__Peptococcaceae__Dehalobacter__Dehalobacter__sp.__FTH1
