"name"	"category"	"light_rum"	"lemon_juice"	"lime_juice"	"sweet_vermouth"	"orange_juice"	"powdered_sugar"	"dark_rum"	"cranberry_juice"	"pineapple_juice"	"bourbon_whiskey"	"simple_syrup"	"cherry_flavored_brandy"	"light_cream"	"triple_sec"	"maraschino"	"amaretto"	"grenadine"	"apple_brandy"	"brandy"	"gin"	"anisette"	"dry_vermouth"	"apricot_flavored_brandy"	"bitters"	"straight_rye_whiskey"	"benedictine"	"egg_white"	"half_and_half"	"vodka"	"grapefruit_juice"	"blended_scotch_whiskey"	"port"	"white_creme_de_cacao"	"citrus_flavored_vodka"	"whole_egg"	"egg_yolk"	"blended_whiskey"	"dubonnet"	"blanco_tequila"	"old_mr_boston_dry_gin"
"489"	"Handball Cooler"	"Vodka"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
"490"	"Hyatt's Jamaican Banana"	"Cocktail Classics"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.5	0	0	0	0	0	0	0
"491"	"H.P.W. Cocktail"	"Cocktail Classics"	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"492"	"Hot Shot Margarita"	"Cocktail Classics"	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"493"	"The Groupie"	"Vodka"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"494"	"Hot Brandy Flip"	"Cocktail Classics"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"495"	"Grape Nehi"	"Vodka"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"496"	"Hole-in-One Cocktai"	"Cocktail Classics"	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"497"	"Grapefruit Gimlet Royale"	"Vodka"	0	0	0.25	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1	0	0	0	0	0	0	0	0	0	0
"498"	"Hair Raiser"	"Cocktail Classics"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"499"	"Godmother"	"Vodka"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
"500"	"Green Opal"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"501"	"Green Hornet (Dry)"	"Cocktail Classics"	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"502"	"Green Fizz"	"Cocktail Classics"	0	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"503"	"Godchild"	"Vodka"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"504"	"Grape Vodka Froth"	"Cocktail Classics"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.5	0	0	0	0	0	0	0	0	0	0	0
"505"	"Grapefruit Nog"	"Cocktail Classics"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1	0	0	0	0	0
"506"	"Golden Slipper"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"507"	"Golden Frappe"	"Cocktail Classics"	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"508"	"Glass Tower"	"Vodka"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"509"	"Golden Fizz"	"Cocktail Classics"	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"510"	"Gloom Lifter"	"Cocktail Classics"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	1	0	0	0
"511"	"Glogg"	"Cocktail Classics"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"512"	"Georgia Peach"	"Vodka"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
"513"	"Georgia Mule"	"Vodka"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
"514"	"Gentle Ben"	"Vodka"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
"515"	"East India Cocktail No. 1"	"Brandy"	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	1.5	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"516"	"General Harrison's Eggnog"	"Cocktail Classics"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"517"	"Gables Collins"	"Vodka"	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
"518"	"Frozen Brandy and Rum"	"Cocktail Classics"	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"519"	"Frozen Apple"	"Cocktail Classics"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"520"	"Frisky Witch"	"Vodka"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"521"	"Froth Blower Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"522"	"French Martini"	"Vodka"	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
"523"	"Flatiron Martini"	"Vodka"	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"524"	"Favourite Cocktail"	"Cocktail Classics"	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.75	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"525"	"Electric Jam"	"Vodka"	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0
"526"	"Fairy Belle Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1.5	0	0	0.75	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"527"	"Duke Cocktail"	"Cocktail Classics"	0	2	0	0	1	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"528"	"Dreamy Dorini Smoking Martini"	"Vodka"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"529"	"Dubonnet Highball"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"530"	"Dubonnet Fizz"	"Cocktail Classics"	0	0.25	0	0	0.5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"531"	"Dubonnet Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0
"532"	"Doctor Cook"	"Cocktail Classics"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"533"	"Desert Sunrise"	"Vodka"	0	0	0	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0
"534"	"Dillatini"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"535"	"Devil's Cocktail"	"Cocktail Classics"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0
"536"	"Derby Fizz"	"Cocktail Classics"	0	0.5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"537"	"Cubeltini"	"Vodka"	0	0	1	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"538"	"Crocodile Cooler"	"Vodka"	0	1	0	0	0	0	0	0	0	0	0.75	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0
"539"	"Cosmopolitan"	"Vodka"	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
"540"	"Dream Cocktail"	"Brandy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	1.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"541"	"Jean Lafitte Cocktail"	"Cocktail Classics"	0	0	0	0	0	1	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"542"	"Japanese Fizz"	"Cocktail Classics"	0	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1.5	0	0	0
"543"	"Citronella Cooler"	"Vodka"	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"544"	"North Pole Cocktail"	"Cocktail Classics"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"545"	"The Cinquecento"	"Vodka"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.5	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0
"546"	"New Orleans Gin Fizz"	"Cocktail Classics"	0	0.5	0.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"547"	"Napoleon"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
"548"	"Zombie"	"Rum - Daiquiris"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"549"	"Kiss the Boys Goodbye"	"Cocktail Classics"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"550"	"X.Y.Z. Cocktail"	"Rum - Daiquiris"	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"551"	"K.G.B. Cocktail"	"Cocktail Classics"	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"552"	"Eye-Opener"	"Cocktail Classics"	2	0	0	0	0	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"553"	"Wiki Waki Woo"	"Rum - Daiquiris"	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"554"	"Elk's Own Cocktail"	"Cocktail Classics"	0	0.25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.75	0	0	0	0	1.5	0	0	0
"555"	"Egg Sour"	"Cocktail Classics"	0	0.5	0	0	0	1	0	0	0	0	0	0	0	0.25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"556"	"White Lion Cocktail"	"Cocktail Classics"	1.5	1	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"557"	"White Lily Cocktail"	"Rum - Daiquiris"	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0.75	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"558"	"Ice Cream Flip"	"Rum - Daiquiris"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"559"	"Outrigger"	"Cocktail Classics"	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"560"	"Opera Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
"561"	"Virginia Dare"	"Rum - Daiquiris"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"562"	"Opening Cocktail"	"Cocktail Classics"	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0
"563"	"Queen Bee"	"Cocktail Classics"	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"564"	"Van Vleet"	"Rum - Daiquiris"	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"565"	"Zaza Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0
"566"	"The Vacation Cocktail"	"Rum - Daiquiris"	0	0	0.75	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"567"	"Dolores"	"Brandy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"568"	"Vesuvio"	"Cocktail Classics"	1	0.5	0	0.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
"569"	"Urban Anxiety"	"Rum"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"570"	"Virgin"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"571"	"Tropica Cocktail"	"Rum - Daiquiris"	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"572"	"Vermouth Cassis"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"573"	"Verboten"	"Cocktail Classics"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"574"	"Velvet Hammer No. 2"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"575"	"Velvet Hammer No. 1"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
"576"	"Ulanda Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"577"	"Torridora Cocktail"	"Rum - Daiquiris"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0
"578"	"Boston Sour"	"Cocktail Classics"	0	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
"579"	"Three Miller Cocktail"	"Rum - Daiquiris"	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"580"	"Bird-of-Paradise Fizz"	"Cocktail Classics"	0	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"581"	"Biffy Cocktail"	"Cocktail Classics"	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"582"	"Between-The-Sheets Cocktail"	"Cocktail Classics"	0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"583"	"Third-Rail Cocktail"	"Rum - Daiquiris"	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.75	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"584"	"Bentley"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"585"	"Tahiti Club"	"Rum - Daiquiris"	2	0.5	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"586"	"Barton Special"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"587"	"Barnaby's Buffalo Blizzard"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	1	0	0	0	0	0	0	0
"588"	"Susie Taylor"	"Rum - Daiquiris"	2	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"589"	"Baltimore Bracer"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"590"	"Bachelor's Bait Cocktail"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	1.5	0	0	0	0.02	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"591"	"Bushranger"	"Cocktail Classics"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"592"	"Sunset at Gowanus"	"Rum - Daiquiris"	0	0	0.75	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"593"	"Bulldog Highballl"	"Cocktail Classics"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"594"	"Bucks Fizz (Mimosa)"	"Cocktail Classics"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"595"	"Buckjones"	"Cocktail Classics"	1.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"596"	"Stormy Colada"	"Rum - Daiquiris"	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"597"	"Bronx SIlver Cocktail"	"Cocktail Classics"	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"598"	"Bronx Golden Cocktail"	"Cocktail Classics"	0	0	0	0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"599"	"Stone Wall"	"Rum - Daiquiris"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"600"	"Depth Bomb"	"Brandy"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"601"	"Stone Cocktail"	"Rum - Daiquiris"	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"602"	"Almeria"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"603"	"Aunt Jemima"	"Cocktail Classics"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
"604"	"Spanish Town Cocktail"	"Rum - Daiquiris"	2	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"605"	"Apricot Lady"	"Cocktail Classics"	1.25	0	1	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"606"	"Apricot Anise Collins"	"Cocktail Classics"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"607"	"Apple Rum Rickey"	"Cocktail Classics"	0.75	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"608"	"Sloppy Joe's Cocktail No. 1"	"Rum - Daiquiris"	0.75	0	1	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"609"	"Applejack Punch"	"Cocktail Classics"	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"610"	"Brandy Flip"	"Cocktail Classics"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"611"	"Sir Walter Cocktail"	"Rum - Daiquiris"	0.75	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"612"	"Saxon Cocktail"	"Rum - Daiquiris"	1.75	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
